distrito,year_date_of_spill_edit,mes_date_of_spill_edit,dia_date_of_spill_edit,release_prod_wtr,operator_rp,tipo_operacion_rrc,probable_cause,probable_cause_edit,spill_sustancias,release_crude_oil,release_cond,release_gas,recovery_crude_oil,recovery_cond,recovery_prod_wtr,affected_area,grado_sensibilidad_area,sensibilidad_area,cleanup_method,metodos_aplicados
23/5/2018,23.0,23/5/2018,23/5/2018,0,QUINN 48,,240,10080,132610,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
29/5/2018,29.0,30/5/2018,30/5/2018,0,UNIVERSITY BLOCK 9,,0,0,133341,0,,,490,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
5/5/2018,5.0,13/7/2018,13/7/2018,210,THOMPSON 182W,,THIRD PARTY,15,138839,630,0.0,0,252,0,210,1,,NO,,
17/5/2018,17.0,15/8/2018,15/8/2018,16212,Pioneer Natural Resources (acq. by ExxonMobil 2023),,THIRD PARTY,0,143142,0,0.0,0,0,0,4620,1,,NO,,
5/5/2019,5.0,6/5/2019,6/5/2019,0,MULE DEER SWD,,0,0,176964,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
11/5/2019,11.0,11/5/2019,11/5/2019,0,ELLIOTT,,30,1260,177731,0,,,0,,OTHER RPT,,,NO,,
11/5/2019,11.0,13/5/2019,13/5/2019,0,SASSAFRAS 55-1-24 UNIT,,16.9,709.8,177797,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
12/5/2019,12.0,13/5/2019,13/5/2019,0,MULE DEER SWD,,0,0,177643,0,,,0,,OTHER RPT,,,NO,,
11/5/2019,11.0,13/5/2019,13/5/2019,0,PENNYBACKER SWD,,40,1680,177637,0,,,0,,OTHER RPT,,,NO,,
16/5/2019,16.0,16/5/2019,16/5/2019,0,MULE DEER SWD,,0,0,178243,0,,,0,,OTHER RPT,,,NO,,
14/5/2019,14.0,20/5/2019,20/5/2019,0,HALEY 29-24,,9,378,178463,0,,,0,,OTHER RPT,,,NO,,
17/5/2019,17.0,20/5/2019,20/5/2019,0,MULE DEER SWD,,0,0,178632,0,,,0,,OTHER RPT,,,NO,,
17/5/2019,17.0,20/5/2019,20/5/2019,0,PENNYBACKER SWD,,0,0,178634,0,,,0,,OTHER RPT,,,NO,,
19/5/2019,19.0,20/5/2019,20/5/2019,0,PENNYBACKER SWD,,0,0,178636,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
20/5/2019,20.0,21/5/2019,21/5/2019,0,DORA ROBERTS RANCH UNIT,,13.6,571.2,178724,0,,,0,,OTHER RPT,,,NO,,
14/5/2019,14.0,15/5/2019,15/5/2019,0,PENNYBACKER SWD,,0,0,178075,,,,0,,OTHER RPT,,,NO,,
20/5/2019,20.0,21/5/2019,21/5/2019,37590,Pioneer Natural Resources (acq. by ExxonMobil 2023),,WEATHER,0,178767,0,0.0,0,0,0,0,1,,NO,,
21/5/2019,21.0,21/5/2019,21/5/2019,32760,NGL WATER SOLUTIONS,,MECHANICAL FAILURE,0,178840,0,0.0,0,0,0,10920,1,,NO,,
21/5/2019,21.0,21/5/2019,21/5/2019,0,ST W,,0,0,178734,0,,,0,,OTHER RPT,,,NO,,
21/5/2019,21.0,22/5/2019,22/5/2019,0,ISABEL,,25,1050,178862,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
23/5/2019,23.0,23/5/2019,23/5/2019,0,MULE DEER SWD,,0,0,179107,0,,,0,,OTHER RPT,,,NO,,
19/5/2019,19.0,22/5/2019,22/5/2019,0,MUDSLINGER 34-85,,35,1470,178879,0,,,0,,OTHER RPT,,,NO,,
27/5/2019,27.0,28/5/2019,28/5/2019,0,MULE DEER SWD,,0,0,179397,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
2/6/2018,2.0,4/6/2018,4/6/2018,0,STERLING 'I' FEE,,54,2268,133798,0,,,0,,OTHER RPT,,,NO,,
3/6/2018,3.0,4/6/2018,4/6/2018,0,COLORADO,,15,630,133832,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
5/6/2018,5.0,5/6/2018,5/6/2018,0,NOBLES,,12,504,134090,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
7/6/2018,7.0,7/6/2018,7/6/2018,0,RIVERBOAT UNIT 33-71,,80,3360,134439,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
8/6/2018,8.0,8/6/2018,8/6/2018,0,MEANS/SAN ANDRES/UNIT,,0,0,134577,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
11/6/2018,11.0,12/6/2018,12/6/2018,0,STATE DESERT 55-T2-18,,0,0,134901,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
15/6/2018,15.0,18/6/2018,18/6/2018,0,SEVENGILLS 54-1-31,,5,210,135641,0,,,0,,H-8,,,NO,,
19/6/2018,19.0,20/6/2018,20/6/2018,0,POE B,,10,420,136009,0,,,0,,H-8,,,NO,,
16/6/2018,16.0,18/6/2018,18/6/2018,0,RK-UTL 3031B-17,,5,210,135623,0,,,0,,H-8,,,NO,,
20/6/2018,20.0,21/6/2018,21/6/2018,0,NORTH COWDEN UNIT,,12,504,136170,0,,,0,,H-8,,,NO,,
25/6/2018,25.0,25/6/2018,25/6/2018,0,UNIVERSITY 11/SEC. 13/-B-,,6,252,136617,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
25/6/2018,25.0,28/6/2018,28/6/2018,0,SALISBURY 33-71,,12,504,137113,0,,,0,,OTHER RPT,,,NO,,
28/6/2018,28.0,29/6/2018,29/6/2018,0,MCMURRY-CRIM 10,,5,210,137190,0,,,0,,OTHER RPT,,,NO,,
27/6/2018,27.0,28/6/2018,28/6/2018,0,MURJO 34-223 UNIT 1,,6,252,137117,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
4/6/2018,4.0,6/6/2018,6/6/2018,0,ELMER 33-67,,82,3444,134135,0,,,0,,H-8,,,NO,,
3/6/2019,3.0,3/6/2019,3/6/2019,12598.74,MEANS/SAN ANDRES/UNIT,,CORROSION,0,180222,0,0.0,0,0,0,8400,1,,NO,,
1/6/2019,1.0,3/6/2019,3/6/2019,0,TERRELL,,30,1260,180185,0,,,0,,OTHER RPT,,,NO,,
3/6/2019,3.0,4/6/2019,4/6/2019,0,YATER SWD,,0,0,180391,0,,,0,,OTHER RPT,,,NO,,
3/6/2019,3.0,4/6/2019,4/6/2019,0,B-6 EXT PIPELINE,,5,210,180339,0,,,0,,OTHER RPT,,,NO,,
4/6/2019,4.0,5/6/2019,5/6/2019,0,GILLS 6,,4.6,193.2,180534,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
7/6/2019,7.0,7/6/2019,7/6/2019,39186,MEANS/SAN ANDRES/UNIT,,CORROSION,0,180841,0,0.0,0,0,0,25200,1,,NO,,
10/6/2019,10.0,11/6/2019,11/6/2019,0,SOUTH FOSTER UNIT,,0.02,0.84,181206,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
8/6/2019,8.0,13/6/2019,13/6/2019,0,DANIEL SN 21-16 01,,5,210,181529,0,,,0,,OTHER RPT,,,NO,,
12/6/2019,12.0,13/6/2019,13/6/2019,0,SWD MANBEARPIG,,646,27132,181596,0,,,0,,OTHER RPT,,,NO,,
13/6/2019,13.0,14/6/2019,14/6/2019,0,ZOLLER 34-113,,20,840,181771,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
15/6/2019,15.0,17/6/2019,17/6/2019,840,Pioneer Natural Resources (acq. by ExxonMobil 2023),,UNKNOWN,55,181873,2310,0.0,0,2100,0,630,1,,NO,,
17/6/2019,17.0,17/6/2019,17/6/2019,0,,,0,0,181947,20,,,12,,OTHER RPT,,,NO,,
17/6/2019,17.0,17/6/2019,17/6/2019,0,OLSON 34-191,,96,4032,182126,0,,,0,,OTHER RPT,,,NO,,
14/6/2019,14.0,18/6/2019,18/6/2019,0,MIDLAND SW,,10,420,182241,0,,,0,,OTHER RPT,,,NO,,
17/6/2019,17.0,18/6/2019,18/6/2019,0,QUINN BROOKS 4801,,12.7,533.4,182245,0,,,0,,OTHER RPT,,,NO,,
15/6/2019,15.0,19/6/2019,19/6/2019,0,MUDSLINGER 34-85,,15,630,182375,0,,,0,,OTHER RPT,,,NO,,
18/6/2019,18.0,19/6/2019,19/6/2019,0,MENTONE SWD,,1,42,182405,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
23/6/2019,23.0,24/6/2019,24/6/2019,0,APC FEE 1-38 UNIT,,12,504,182962,0,,,0,,OTHER RPT,,,NO,,
25/6/2019,25.0,26/6/2019,26/6/2019,14700,BILLY MINER 2 CGF,,OTHER,0,183280,0,0.0,0,0,0,0,1,,NO,,
25/6/2019,25.0,26/6/2019,26/6/2019,0,BRYANT G (DEVONIAN) UNIT,,22.1,928.2,183225,0,,,0,,OTHER RPT,,,NO,,
25/6/2019,25.0,26/6/2019,26/6/2019,24830.82,MEANS/SAN ANDRES/UNIT,,CORROSION,0,183321,0,0.0,0,0,0,8190,1,,NO,,
28/6/2019,28.0,28/6/2019,28/6/2019,0,LINEBERRY,,0,0,183631,0,,,0,,OTHER RPT,,,NO,,
30/6/2019,30.0,1/7/2019,1/7/2019,0,MONROE 34-220/211 UNIT,,9,378,183895,0,,,0,,OTHER RPT,,,NO,,
8/6/2019,8.0,8/6/2019,8/6/2019,0,CROSS BAR RANCH 706,,9,378,181581,0,,,0,,OTHER RPT,,,NO,,
1/7/2018,1.0,2/7/2018,2/7/2018,0,WADDELL BROS & CO,,48,2016,137496,0,,,0,,OTHER RPT,,,NO,,
2/7/2018,2.0,3/7/2018,3/7/2018,0,LEILA CHRISTY ESTATE 28-16,,7,294,137630,0,,,0,,OTHER RPT,,,NO,,
5/7/2018,5.0,6/7/2018,6/7/2018,0,CARSON OIL UNIT,,10,420,137937,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
6/7/2018,6.0,9/7/2018,9/7/2018,0,DICKENSON SN 20-17 01,,10,420,138248,0,,,0,,OTHER RPT,,,NO,,
4/7/2018,4.0,5/7/2018,5/7/2018,0,FT. STOCKTON SOUTH UNIT,,20,840,138605,0,,,0,,OTHER RPT,,,NO,,
10/7/2018,10.0,11/7/2018,11/7/2018,0,BOHANNON36,,45,1890,138664,0,,,0,,H-8,,,NO,,
10/7/2018,10.0,11/7/2018,11/7/2018,168000,SALTY BRIGHAM 10,,MECHANICAL FAILURE,0,138669,0,0.0,0,0,0,159600,1,,NO,,
12/7/2018,12.0,13/7/2018,13/7/2018,4200,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,6,138856,252,0.0,0,210,0,3990,1,,NO,,
9/7/2018,9.0,11/7/2018,11/7/2018,0,PARKS,,12.73,534.66,138544,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
19/7/2018,19.0,19/7/2018,19/7/2018,0,8410 JV-P MAYFIELD,,0,0,139692,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
23/7/2018,23.0,24/7/2018,24/7/2018,0,BONAFIDE 29-34,,6.5,273,140240,0,,,0,,OTHER RPT,,,NO,,
24/7/2018,24.0,24/7/2018,24/7/2018,20,FORD,,EXTERNAL CORROSION,CORROSION,140338,10,0.0,0,8,0,7,1,1,,,
23/7/2018,23.0,24/7/2018,24/7/2018,0,RUSTLER HILLS STATE 111-8 SWD,,0,0,140346,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
27/7/2018,27.0,30/7/2018,30/7/2018,0,WESTBROOK SOUTHEAST UNIT,,70,2940,141045,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
27/7/2018,27.0,31/7/2018,31/7/2018,0,MONROE -118-,,0,0,141251,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
31/7/2018,31.0,31/7/2018,31/7/2018,0,HMW,,80,3360,141356,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
1/7/2019,1.0,2/7/2019,2/7/2019,0,SILVERTIP UNIT Z,,31,1302,183962,0,,,0,,OTHER RPT,,,NO,,
5/7/2019,5.0,5/7/2019,5/7/2019,0,NORTH COWDEN UNIT,,0,0,184380,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
7/7/2019,7.0,8/7/2019,8/7/2019,0,UTL 28-17,,250,10500,184512,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
5/7/2019,5.0,8/7/2019,8/7/2019,0,NORTH COWDEN UNIT,,10,420,184520,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
3/7/2019,3.0,10/7/2019,10/7/2019,0,RATLIFF E,,17,714,184961,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
12/7/2019,12.0,15/7/2019,15/7/2019,0,CIMAREX UNIVERSITY 18-41 'A',,0,0,185718,0,,,0,,OTHER RPT,,,NO,,
12/7/2019,12.0,15/7/2019,15/7/2019,0,BUSHWACKER UNIT SE 33-21,,160,6720,185642,0,,,0,,OTHER RPT,,,NO,,
15/7/2019,15.0,16/7/2019,16/7/2019,0,NECHES -15A-,,15,630,185817,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
17/7/2019,17.0,18/7/2019,18/7/2019,0,BENGE CORNER,,3,126,186182,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
22/7/2019,22.0,23/7/2019,23/7/2019,1,XTO Energy (ExxonMobil subsidiary),,MECHANICAL FAILURE,MECHANICAL FAILURE,186957,8.36,0.0,0,2,0,1,1,1,,,
29/7/2019,29.0,30/7/2019,30/7/2019,900,WPX ENERGY PERMIAN,,MECHANICAL FAILURE,MECHANICAL FAILURE,188024,0,0.0,0,0,0,900,1,1,,,
,,,,,,,,,,,,,,,,,,,,
31/7/2019,31.0,1/8/2019,1/8/2019,0,GUITAR NORTH,,50,2100,188352,0,,,0,,OTHER RPT,,,NO,,
1/8/2018,1.0,1/8/2018,1/8/2018,0,KEYSTONE HOLT UNIT,,0,0,141460,0,,,0,,OTHER RPT,,,NO,,
1/8/2018,1.0,2/8/2018,2/8/2018,7476,BITLER,,MECHANICAL FAILURE,84,141566,3528,0.0,0,3360,0,7140,1,,NO,,
3/8/2018,3.0,3/8/2018,3/8/2018,336,UL MASON WEST UNIT,,MECHANICAL FAILURE,14,141806,588,0.0,0,588,0,252,1,,NO,,
2/8/2018,2.0,8/8/2018,8/8/2018,0,PENNYBACKER SWD,,0,0,142216,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
10/8/2018,10.0,10/8/2018,10/8/2018,0,MEANS/SAN ANDRES/UNIT,,9,378,142565,0,,,0,,OTHER RPT,,,NO,,
13/8/2018,13.0,13/8/2018,13/8/2018,1050,MEADOR,,MECHANICAL FAILURE,1,142650,42,0.0,0,,0,,1,,NO,,
15/8/2018,15.0,16/8/2018,16/8/2018,10,LAREDO PETROLEUM,,MECHANICAL FAILURE,MECHANICAL FAILURE,143176,5,0.0,0,2,0,5,1,1,,,
,,,,,,,,,,,,,,,,,,,,
19/8/2018,19.0,21/8/2018,21/8/2018,0,WARFIELD EAST B,,37,1554,143864,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
23/8/2018,23.0,24/8/2018,24/8/2018,0,MUDSLINGER 34-85,,20,840,144304,0,,,0,,OTHER RPT,,,NO,,
24/8/2018,24.0,24/8/2018,24/8/2018,0,ST,,10,420,144303,0,,,0,,H-8,,,NO,,
26/8/2018,26.0,27/8/2018,27/8/2018,,CROSS BAR RANCH,,10,420,144456,0,,,0,,OTHER RPT,,,NO,,
25/8/2018,25.0,27/8/2018,27/8/2018,0,PENNYBACKER SWD,,0,0,144472,0,,,0,,OTHER RPT,,,NO,,
27/8/2018,27.0,27/8/2018,27/8/2018,0,PARKS FIELD UNIT 2,,10,420,144627,0,,,0,,OTHER RPT,,,NO,,
25/8/2018,25.0,28/8/2018,28/8/2018,0,ELONA BROWN 35 ALLOCATION 2604,,13.99,587.58,144709,0,,,0,,OTHER RPT,,,NO,,
26/8/2018,26.0,27/8/2018,27/8/2018,0,GOLDSMITH SAN ANDRES UNIT,,0,0,144460,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
31/8/2018,31.0,31/8/2018,31/8/2018,0,CARPENTER E UNIT,,0,0,145270,0,,,0,,OTHER RPT,,,NO,,
31/8/2018,31.0,4/9/2018,4/9/2018,0,SPANISH TRL WATER STATION,,10,420,145450,0,,,0,,,,,NO,,
24/8/2018,24.0,17/9/2018,17/9/2018,0,GRISSOM,,10,420,147090,0,,,0,,OTHER RPT,,,NO,,
27/8/2018,27.0,28/8/2018,28/8/2018,0,UNIV. BLK. 9 SWD SYSTEM,,1.8,75.6,144793,0,,,0,,OTHER RPT,,,NO,,
4/8/2019,4.0,5/8/2019,5/8/2019,0,HALEY 38,,0,0,188888,0,,,0,,OTHER RPT,,,NO,,
7/8/2019,7.0,7/8/2019,7/8/2019,0,BERRY,,16.899999999999999,709.8,189148,0,,,0,,OTHER RPT,,,NO,,
6/8/2019,6.0,8/8/2019,8/8/2019,0,SILVERTIP 76-9 F,,8,336,189233,0,,,0,,H-8,,,NO,,
12/8/2019,12.0,12/8/2019,12/8/2019,0,MCNEW 28A,,40,1680,189694,0,,,0,,OTHER RPT,,,NO,,
11/8/2019,11.0,12/8/2019,12/8/2019,2520,JACKAL STATE 28,,MECHANICAL FAILURE,15,189714,630,0.0,0,378,0,2100,1,,NO,,
12/8/2019,12.0,13/8/2019,13/8/2019,0,SLEEPING INDIAN A1,,0,0,189817,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
15/8/2019,15.0,16/8/2019,16/8/2019,1680,BUFFALO BILL STATE 9,,MECHANICAL FAILURE,20,190425,840,0.0,0,840,0,1680,1,,NO,,
19/8/2019,19.0,17/8/2019,17/8/2019,0,KING -D-,,0,0,190550,0,,,0,,H-8,,,NO,,
17/8/2019,17.0,19/8/2019,19/8/2019,0,SENOR SALADO SWD,,0,0,190641,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
18/8/2019,18.0,19/8/2019,19/8/2019,1050,LULU PARR STATE 200,,OTHER,25,190708,1050,0.0,0,525,0,525,1,,NO,,
21/8/2019,21.0,22/8/2019,22/8/2019,44100,STATE BIGGS 12A-2,,MECHANICAL FAILURE,150,191142,6300,0.0,0,6300,0,44100,1,,NO,,
24/8/2019,24.0,26/8/2019,26/8/2019,0,RHODES COWDEN UNIT,,8.5,357,191536,0,,,0,,OTHER RPT,,,NO,,
24/8/2019,24.0,26/8/2019,26/8/2019,34650,NEAL LETHCO 28-27,,MECHANICAL FAILURE,230,191605,9660,0.0,0,9660,0,34650,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
24/8/2019,24.0,26/8/2019,26/8/2019,2100,NEAL LETHCO 24-23 UNIT,,MECHANICAL FAILURE,35,191559,1470,0.0,0,1386,0,1890,1,,NO,,
17/8/2019,17.0,19/8/2019,19/8/2019,0,BP 34-211,,7,294,190542,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
7/8/2019,7.0,7/8/2019,7/8/2019,0,SHIPLEY QUEEN SAND UNIT,,0,0,189167,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
26/8/2019,26.0,27/8/2019,27/8/2019,550,WPX ENERGY PERMIAN,,MECHANICAL FAILURE,MECHANICAL FAILURE,191865,0,0.0,0,0,0,550,1,1,,,
24/8/2019,24.0,27/8/2019,27/8/2019,650,WPX ENERGY PERMIAN,,OTHER,OTHER,191867,0,0.0,0,0,0,650,1,1,,,
26/8/2019,26.0,27/8/2019,27/8/2019,53466,UNIVERSITY BLOCK 9,,CORROSION,0,191820,0,0.0,0,0,0,40320,1,,NO,,
28/8/2019,28.0,28/8/2019,28/8/2019,4,WPX ENERGY PERMIAN,,MECHANICAL FAILURE,MECHANICAL FAILURE,191961,6,0.0,0,?,0,?,1,1,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
30/8/2019,30.0,30/8/2019,30/8/2019,80,WPX ENERGY PERMIAN,,MECHANICAL FAILURE,MECHANICAL FAILURE,192303,20,0.0,0,15,0,45,1,1,,,
29/8/2019,29.0,30/8/2019,30/8/2019,43050,MARIINSKY STATE 8,,MECHANICAL FAILURE,26,192260,1092,0.0,0,672,0,42000,1,,NO,,
30/8/2019,30.0,3/9/2019,3/9/2019,0,NUTT -35-,,0,0,192580,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
2/9/2018,2.0,4/9/2018,4/9/2018,0,APC GATHERING-SWD FACILITY,,0,0,145489,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
3/9/2018,3.0,4/9/2018,4/9/2018,0,BULLHEAD 55-1-34 UNIT B,,173,7266,145464,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
11/9/2018,11.0,12/9/2018,12/9/2018,0,DORA ROBERTS RANCH UNIT,,30,1260,146492,0,,,0,,OTHER RPT,,,NO,,
12/9/2018,12.0,12/9/2018,12/9/2018,0,COLDBLOOD STATE 7372 UNIT,,10,420,146539,0,,,0,,OTHER RPT,,,NO,,
13/9/2018,13.0,14/9/2018,14/9/2018,0,PISTOL 25-9,,10,420,146835,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
22/9/2018,22.0,24/9/2018,24/9/2018,0,COLDBLOOD STATE 7372 UNIT,,25,1050,148102,0,,,0,,OTHER RPT,,,NO,,
25/9/2018,25.0,26/9/2018,26/9/2018,168000,Pioneer Natural Resources (acq. by ExxonMobil 2023),,MECHANICAL FAILURE,15,148550,630,0.0,0,,0,,1,,NO,,
27/9/2018,27.0,27/9/2018,27/9/2018,0,ASRO 13 UNIT,,0,0,148736,0,,,0,,H-8,,,NO,,
27/9/2018,27.0,28/9/2018,28/9/2018,0,KHC 33-24,,0,0,148812,0,,,0,,H-8,,,NO,,
27/9/2018,27.0,28/9/2018,28/9/2018,0,WILLOW 51-1-36 UNIT,,134.5,5649,148751,0,,,0,,OTHER RPT,,,NO,,
2/10/2018,2.0,3/10/2018,3/10/2018,0,FULLERTON CLEARFORK UNIT,,0,0,149328,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
1/10/2018,1.0,2/10/2018,2/10/2018,0,MINE THAT BIRD 38 FEE SWD,,0,0,149232,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
11/10/2018,11.0,12/10/2018,12/10/2018,0,BENGE CORNER,,36,1512,150556,0,,,0,,OTHER RPT,,,NO,,
15/10/2018,15.0,15/10/2018,15/10/2018,0,LEE CALDWELL STATE UNIT,,50,2100,150798,0,,,0,,OTHER RPT,,,NO,,
13/10/2018,13.0,15/10/2018,15/10/2018,0,MULE DEER SWD,,0,0,150794,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
18/10/2018,18.0,19/10/2018,19/10/2018,0,APC SWD,,40,1680,151452,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
23/10/2018,23.0,23/10/2018,23/10/2018,0,ABEL,,6.5,273,151990,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
23/10/2018,23.0,25/10/2018,25/10/2018,0,DAVIS 34-169 UNIT 1,,139,5838,152166,0,,,0,,H-8,,,NO,,
24/10/2018,24.0,25/10/2018,25/10/2018,0,HALEY 36,,15,630,152239,0,,,0,,OTHER RPT,,,NO,,
29/10/2018,29.0,29/10/2018,29/10/2018,0,MONROE 34-158 UNIT,,52,2184,152724,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
28/10/2018,28.0,30/10/2018,30/10/2018,0,DICKENSON SN 20-17-01,,50,2100,152924,0,,,0,,H-8,,,NO,,
17/10/2018,17.0,15/11/2018,15/11/2018,0,BROKEN ARROW 55-54-1-12,,0,0,154984,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
4/11/2018,4.0,5/11/2018,5/11/2018,0,TRUE GRIT 1-1,,0,0,153599,0,,,0,,H-8,,,NO,,
4/11/2018,4.0,5/11/2018,5/11/2018,0,LIMBER PINE A1,,0,0,153605,0,,,0,,H-8,,,NO,,
,,,,,,,,,,,,,,,,,,,,
6/11/2018,6.0,7/11/2018,7/11/2018,0,ACT G,,6,252,153838,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
8/11/2018,8.0,9/11/2018,9/11/2018,0,HILL '30',,10,420,154255,0,,,0,,H-8,,,NO,,
12/11/2018,12.0,13/11/2018,13/11/2018,0,WHATCHA WANT UNIT,,4,168,154668,0,,,0,,H-8,,,NO,,
13/11/2018,13.0,13/11/2018,13/11/2018,0,MEANS/SAN ANDRES/UNIT,,0.27,11.34,154697,0,,,0,,OTHER RPT,,,NO,,
14/11/2018,14.0,14/11/2018,14/11/2018,14280,DEEP SIX WATER TRANSFER,,MECHANICAL FAILURE,3,154880,126,0.0,0,42,0,12600,1,,NO,,
,,,,,,,,,,,,,,,,,,,,
18/11/2018,18.0,19/11/2018,19/11/2018,0,TACKLE BOX SWD,,0,0,155434,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
20/11/2018,20.0,20/11/2018,20/11/2018,0,GATO DEL SOL 34 UNIT,,0,0,155745,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
23/11/2018,23.0,26/11/2018,26/11/2018,0,,,0,0,155995,0,,,0,,OTHER RPT,,,NO,,
,,,,,,,,,,,,,,,,,,,,
